800000,1995-03-31 00:00:00Z,SG4 7BN,Detached,Established,Freehold,GRAVELEY HILL COTTAGE,,CHURCH LANE,GRAVELEY,HITCHIN,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9360830000,-0.1874000000
311000,2007-09-21 00:00:00Z,SG1 3XY,Detached,Established,Freehold,20,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
239950,2007-12-19 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,210,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
176000,2007-07-12 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,15,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
211000,2007-08-31 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,10,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
305000,2007-01-26 00:00:00Z,SG1 3XX,Detached,Established,Freehold,21,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
234000,2007-03-30 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,1,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
173500,2007-08-31 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,12,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
202000,2007-03-30 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,16,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
180000,2007-06-28 00:00:00Z,SG1 6GB,Detached,New Build,Freehold,208,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
229995,2007-05-14 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,31,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
218000,2007-09-21 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,5,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
217000,2007-08-17 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,28,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
315000,2007-10-19 00:00:00Z,SG1 3XT,Detached,Established,Freehold,33,,ORWELL AVENUE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
380000,2007-07-20 00:00:00Z,SG1 3XY,Detached,Established,Freehold,26,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
297000,2007-07-27 00:00:00Z,SG1 3XY,Detached,Established,Freehold,4,,RICCAT LANE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
169250,2007-04-16 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,4,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
317000,2007-05-10 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,10,,DOVE ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
219000,2007-07-18 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,8,,CALDER WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
193000,2007-02-05 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,10,,KENNETT WAY,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
249999,2007-06-29 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,43,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
364000,2008-02-15 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,5,,AVON DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
237500,2008-04-11 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,2,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
390000,2008-04-01 00:00:00Z,SG1 3XW,Detached,Established,Freehold,5,,KENMARE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
205000,2008-03-28 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,8,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
345000,2008-03-20 00:00:00Z,SG1 3XX,Detached,Established,Freehold,5,,WENSUM ROAD,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
223000,2008-01-11 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,10,,BRAY DRIVE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
229995,2008-02-08 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,35,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
232000,2008-03-31 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,30,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
205000,2008-05-14 00:00:00Z,SG1 3YN,Semi-Detached,Established,Freehold,10,,RYE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
233000,2008-07-11 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,36,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
220000,2009-11-27 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,22,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
250000,2009-11-09 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,95,,MENDIP WAY,,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
245000,2009-12-18 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,97,,MENDIP WAY,,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
225000,2009-04-24 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,23,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
157500,2009-06-17 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,2,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
315000,2009-06-17 00:00:00Z,SG1 3XT,Detached,Established,Freehold,25,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
182500,2009-10-29 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,18,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
249950,2009-10-22 00:00:00Z,SG1 6GB,Semi-Detached,New Build,Freehold,99,,MENDIP WAY,,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
244000,2009-12-18 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,21,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
286000,2009-09-18 00:00:00Z,SG1 3XW,Detached,Established,Freehold,2,,KENMARE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
230000,2009-02-12 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,23,,SWALE CLOSE,STEVENAGE,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
199995,2009-12-04 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,20,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
166000,2009-04-30 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,4,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
229950,2009-10-08 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,6,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
161500,2009-05-22 00:00:00Z,SG1 6GB,Detached,Established,Freehold,208,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
235000,2010-06-25 00:00:00Z,SG1 3XX,Terraced,Established,Freehold,12,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
358000,2010-03-19 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,1,,AVON DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
350000,2010-05-26 00:00:00Z,SG1 3XY,Detached,Established,Freehold,15,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
217000,2010-06-14 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,27,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
189995,2010-06-25 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,16,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
216000,2010-07-19 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,41,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
325000,2010-06-28 00:00:00Z,SG1 3XS,Detached,Established,Freehold,8,,HUMBER COURT,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
355000,2010-07-07 00:00:00Z,SG1 3XT,Detached,Established,Freehold,18,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
264000,2010-07-30 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,24,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
232000,2010-11-05 00:00:00Z,SG1 3XX,Terraced,Established,Freehold,12,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
417000,2011-09-30 00:00:00Z,SG1 3XS,Detached,Established,Freehold,3,,HUMBER COURT,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9321690000,-0.1843090000
237500,2011-12-19 00:00:00Z,SG1 3XX,Detached,Established,Freehold,14,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
300000,2011-04-27 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,20,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
232500,2011-10-07 00:00:00Z,SG1 3XT,Semi-Detached,Established,Freehold,17,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
245000,2011-09-08 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,26,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
260000,2011-10-21 00:00:00Z,SG1 3XX,Detached,Established,Freehold,8,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
279995,2011-07-15 00:00:00Z,SG1 3XY,Detached,Established,Freehold,22,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
197500,2011-08-23 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,6,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
328000,2011-12-02 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,12,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
160000,2011-03-28 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,12,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
162500,2011-09-23 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,7,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
249999,2011-08-04 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,33,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
247500,2012-12-20 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,33,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
160500,2012-10-19 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,13,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
163000,2012-11-23 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,4,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
367500,2012-01-13 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,14,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
215000,2012-01-20 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,32,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
215000,2012-05-11 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,29,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
308000,2012-04-05 00:00:00Z,SG1 3XT,Detached,Established,Freehold,23,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
250000,2012-05-30 00:00:00Z,SG1 6GB,Semi-Detached,Established,Freehold,204,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
400000,2012-03-09 00:00:00Z,SG1 3XW,Detached,Established,Freehold,5,,KENMARE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
242500,2012-01-24 00:00:00Z,SG1 6DN,Detached,Established,Freehold,30,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
307500,2012-05-31 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,15,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
200000,2012-04-27 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,24,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
159000,2012-11-23 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,14,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
325500,2013-10-30 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,22,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
250000,2013-05-17 00:00:00Z,SG1 6DJ,Semi-Detached,Established,Freehold,19,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
210000,2013-02-22 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,20,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
235000,2013-11-01 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,40,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
166500,2013-09-10 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,7,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
194760,2013-02-22 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,16,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
235000,2013-10-11 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,42,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
205000,2013-10-11 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,8,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
270000,2013-11-04 00:00:00Z,SG1 3XW,Detached,Established,Freehold,9,,KENMARE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9315820000,-0.1847160000
162000,2013-01-24 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,5,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
196000,2013-05-31 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,7,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
190000,2013-05-20 00:00:00Z,SG1 6DN,Semi-Detached,Established,Freehold,2,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
305000,2013-12-13 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,13,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
286000,2013-10-25 00:00:00Z,SG1 3XX,Detached,Established,Freehold,8,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
183000,2014-06-13 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,11,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
242500,2014-02-03 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,16,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
282000,2014-10-08 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,18,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
328000,2014-02-24 00:00:00Z,SG1 3XZ,Detached,Established,Freehold,5,,AVON DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9319370000,-0.1832470000
182000,2014-01-13 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,14,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
239995,2014-06-27 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,20,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
379000,2014-07-28 00:00:00Z,SG1 3XX,Detached,Established,Freehold,5,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
298000,2014-03-28 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,7,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
270000,2014-10-16 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,21,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
239995,2014-10-01 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,12,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
225250,2014-04-24 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,16,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
249995,2014-05-16 00:00:00Z,SG1 6DF,Semi-Detached,Established,Freehold,4,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
250000,2014-08-29 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,12,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
270000,2014-04-04 00:00:00Z,SG1 6DF,Detached,Established,Freehold,10,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
239995,2014-04-24 00:00:00Z,SG1 6GB,Terraced,Established,Freehold,214,,MENDIP WAY,GREAT ASHBY,STEVENAGE,NORTH HERTFORDSHIRE,HERTFORDSHIRE,Standard,Addition,51.9319410000,-0.1800270000
260000,2014-01-03 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,24,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
260000,2015-06-26 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,1,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
225000,2015-08-11 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,15,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
220000,2015-08-20 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,9,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
232500,2015-10-16 00:00:00Z,SG1 3XU,Terraced,Established,Freehold,14,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
280000,2015-09-02 00:00:00Z,SG1 6DH,Semi-Detached,Established,Freehold,4,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
320000,2015-06-05 00:00:00Z,SG1 6DF,Terraced,Established,Freehold,33,,SWALE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9310470000,-0.1814740000
419995,2015-07-20 00:00:00Z,SG1 3XT,Detached,Established,Freehold,23,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
370000,2015-07-14 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,6,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
380000,2015-06-12 00:00:00Z,SG1 3YJ,Detached,Established,Freehold,22,,DOVE ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306280000,-0.1852140000
214000,2015-03-30 00:00:00Z,SG1 3XU,Semi-Detached,Established,Freehold,8,,KENNETT WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9303140000,-0.1834960000
207000,2015-04-21 00:00:00Z,SG1 3YN,Terraced,Established,Freehold,3,,RYE CLOSE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9301730000,-0.1855290000
299995,2015-12-14 00:00:00Z,SG1 3XT,Terraced,Established,Freehold,10,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
347000,2015-12-11 00:00:00Z,SG1 3XY,Detached,Established,Freehold,3,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
415000,2015-12-11 00:00:00Z,SG1 3XY,Detached,Established,Freehold,18,,RICCAT LANE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9314350000,-0.1833830000
430000,2015-10-27 00:00:00Z,SG1 3XT,Detached,Established,Freehold,25,,ORWELL AVENUE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9308720000,-0.1841430000
285000,2015-11-20 00:00:00Z,SG1 6DH,Terraced,Established,Freehold,20,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9312400000,-0.1800120000
285000,2015-03-30 00:00:00Z,SG1 6DJ,Terraced,Established,Freehold,25,,BRAY DRIVE,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9311450000,-0.1808740000
295000,2015-06-05 00:00:00Z,SG1 6DN,Terraced,Established,Freehold,28,,CALDER WAY,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9305550000,-0.1822650000
300000,2015-08-20 00:00:00Z,SG1 3XX,Semi-Detached,Established,Freehold,3,,WENSUM ROAD,,STEVENAGE,STEVENAGE,HERTFORDSHIRE,Standard,Addition,51.9306360000,-0.1834100000
